student_id,origin_country,destination_country,university_name,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_country,placement_company,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score
S04574,USA,India,JNU Delhi,Psychology,Law,2023,No,Scholarship,2025,Not Placed,,,0,2.63,Schengen Student Visa,Post-Study Visa,IELTS,6.7
S04575,India,Ireland,National University of Ireland Galway,Mechanical Engineering,Natural Sciences,2020,Yes,Quality of Life,2022,Placed,Ireland,Deloitte,108254,2.81,Student Visa,Post-Study Visa,PTE,8.1
S04576,UK,South Africa,Rhodes University,Biotechnology,Computer Science,2022,No,Political Stability,2024,Placed,South Africa,Microsoft,67099,3.57,Schengen Student Visa,OPT,TOEFL,7.4
S04577,Finland,UAE,Khalifa University,Psychology,Medicine,2021,Yes,Political Stability,2024,Not Placed,,,0,3.88,Tier 4,PSW,,0
S04578,India,Ireland,Maynooth University,Computer Science,Arts,2021,No,Higher Ranking,2024,Not Placed,,,0,3.41,J1,Post-Study Visa,TOEFL,5.8
S04579,Canada,Russia,Higher School of Economics,Business Administration,Engineering,2020,Yes,Political Stability,2023,Not Placed,,,0,3.17,Study Permit,OPT,,0
S04580,UAE,Canada,University of British Columbia,Architecture,Engineering,2021,Yes,Quality of Life,2023,Placed,Canada,McKinsey,101162,2.76,Study Permit,Post-Study Visa,Duolingo,7.3
S04581,UK,Finland,University of Turku,Computer Science,Natural Sciences,2019,Yes,Political Stability,2021,Placed,Finland,IBM,62566,3.43,Study Permit,OPT,TOEFL,6.4
S04582,Russia,Finland,Aalto University,Business Administration,Computer Science,2023,No,Job Opportunities,2026,Not Placed,,,0,3.44,Study Permit,Post-Study Visa,Duolingo,5.6
S04583,UK,Ireland,University College Dublin,Political Science,Computer Science,2019,Yes,Job Opportunities,2020,Placed,Ireland,Microsoft,54837,2.63,Student Visa,Work Permit,PTE,7.5
S04584,Ireland,UAE,University of Dubai,Business Administration,Medicine,2019,No,Quality of Life,2021,Placed,UAE,Apple,125511,2.66,Student Visa,PSW,PTE,6
S04585,India,Russia,Higher School of Economics,Business Administration,Arts,2023,Yes,Job Opportunities,2026,Placed,Russia,Amazon,121906,2.54,Tier 4,Post-Study Visa,TOEFL,5.3
S04586,UK,USA,UCLA,Civil Engineering,Arts,2019,No,Scholarship,2021,Not Placed,,,0,2.86,Schengen Student Visa,Blue Card,Duolingo,5.3
S04587,UAE,UK,University of Manchester,Psychology,Engineering,2023,No,Quality of Life,2026,Placed,UK,SAP,68153,2.64,F1,PSW,PTE,5.2
S04588,Russia,Finland,LUT University,Biotechnology,Natural Sciences,2019,Yes,Scholarship,2020,Placed,Finland,Google,52922,3.98,Tier 4,Work Permit,Duolingo,7.6
S04589,South Africa,UAE,University of Dubai,Design,Law,2022,No,Political Stability,2025,Placed,UAE,Deloitte,139624,2.71,Student Visa,OPT,TOEFL,5.8
S04590,India,South Africa,University of KwaZulu-Natal,Economics,Law,2019,No,Quality of Life,2021,Not Placed,,,0,3.27,Schengen Student Visa,Work Permit,IELTS,8.3
S04591,Ireland,South Africa,University of Cape Town,Computer Science,Business,2021,Yes,Political Stability,2024,Not Placed,,,0,3.7,Tier 4,Post-Study Visa,Duolingo,6.7
S04592,USA,Germany,TU Berlin,Mechanical Engineering,Engineering,2022,Yes,Scholarship,2024,Placed,Germany,Tesla,116971,3.06,Student Visa,Blue Card,,0
S04593,Finland,Russia,Moscow Institute of Physics and Technology,Data Science,Engineering,2021,No,Political Stability,2022,Placed,Russia,SAP,51027,3.18,F1,OPT,Duolingo,8.9
S04594,Russia,Germany,University of Stuttgart,Electrical Engineering,Medicine,2019,Yes,Scholarship,2020,Not Placed,,,0,3.49,Study Permit,OPT,PTE,5.8
S04595,Russia,India,IIT Bombay,Architecture,Engineering,2022,No,Quality of Life,2023,Placed,India,Siemens,144406,3.3,Student Visa,PSW,TOEFL,6.3
S04596,South Africa,Ireland,Technological University Dublin,Biotechnology,Computer Science,2020,No,Scholarship,2022,Not Placed,,,0,3.96,Student Visa,Post-Study Visa,PTE,6.5
S04597,UK,Russia,Saint Petersburg State University,Medicine,Social Sciences,2020,Yes,Political Stability,2021,Placed,Russia,Tesla,74182,3.99,Tier 4,Post-Study Visa,TOEFL,6.9
S04598,UAE,UK,Imperial College London,Finance,Medicine,2021,No,Scholarship,2023,Placed,UK,Intel,117693,2.85,Tier 4,Blue Card,IELTS,7.4
S04599,Canada,India,Delhi University,Economics,Medicine,2019,No,Job Opportunities,2021,Placed,India,Facebook,69179,3.95,J1,PSW,Duolingo,7.7
S04600,USA,Finland,Aalto University,Electrical Engineering,Natural Sciences,2022,Yes,Political Stability,2024,Placed,Finland,Microsoft,46237,3.27,Schengen Student Visa,Blue Card,Duolingo,8.9
S04601,Ireland,South Africa,University of the Witwatersrand,Electrical Engineering,Arts,2022,Yes,Scholarship,2023,Not Placed,,,0,3.49,Student Visa,PSW,Duolingo,7.3
S04602,UAE,USA,UC Berkeley,Electrical Engineering,Social Sciences,2022,No,Job Opportunities,2023,Placed,USA,Amazon,146965,2.78,Tier 4,PSW,,0
S04603,Finland,USA,Columbia University,Design,Business,2023,Yes,Job Opportunities,2024,Placed,USA,Intel,102854,3.86,F1,Post-Study Visa,TOEFL,5.1
S04604,Canada,Germany,LMU Munich,Computer Science,Arts,2020,Yes,Quality of Life,2021,Not Placed,,,0,3.3,Study Permit,OPT,Duolingo,6.9
S04605,Finland,USA,Columbia University,Political Science,Natural Sciences,2023,Yes,Scholarship,2026,Placed,USA,Facebook,58072,2.72,Study Permit,OPT,,0
S04606,UK,South Africa,University of KwaZulu-Natal,Architecture,Arts,2019,No,Political Stability,2021,Not Placed,,,0,2.57,Study Permit,Blue Card,PTE,8
S04607,Germany,UK,University of Birmingham,Computer Science,Business,2022,No,Political Stability,2023,Not Placed,,,0,3.31,Schengen Student Visa,Work Permit,TOEFL,5.8
S04608,India,UAE,Manipal Academy Dubai,Mechanical Engineering,Engineering,2019,Yes,Political Stability,2021,Placed,UAE,Microsoft,143691,3.09,F1,Blue Card,,0
S04609,Ireland,South Africa,University of Johannesburg,Architecture,Business,2023,Yes,Scholarship,2024,Not Placed,,,0,3.78,Student Visa,Work Permit,Duolingo,8.5
S04610,South Africa,Finland,Ã…bo Akademi University,Biotechnology,Natural Sciences,2023,No,Job Opportunities,2024,Placed,Finland,Apple,101966,3.03,Student Visa,Post-Study Visa,IELTS,7.7
S04611,Ireland,Finland,University of Helsinki,Political Science,Social Sciences,2019,Yes,Job Opportunities,2022,Not Placed,,,0,2.59,Student Visa,Blue Card,PTE,7.4
S04612,UK,Canada,University of British Columbia,Electrical Engineering,Arts,2019,No,Quality of Life,2022,Placed,Canada,SAP,58970,3.55,J1,OPT,Duolingo,7.9
S04613,Germany,UK,University of Manchester,Business Administration,Social Sciences,2021,Yes,Quality of Life,2023,Not Placed,,,0,2.79,F1,Post-Study Visa,,0
S04614,Ireland,UAE,University of Dubai,Political Science,Arts,2022,No,Political Stability,2025,Placed,UAE,Intel,54901,2.85,Student Visa,PSW,,0
S04615,UAE,South Africa,University of Johannesburg,Data Science,Law,2020,No,Scholarship,2023,Placed,South Africa,Apple,68548,2.52,Schengen Student Visa,Work Permit,IELTS,5.1
S04616,Ireland,Canada,University of British Columbia,Biotechnology,Engineering,2020,Yes,Political Stability,2023,Placed,Canada,Siemens,65048,3.39,J1,Blue Card,IELTS,8
S04617,South Africa,UK,UCL,Mechanical Engineering,Medicine,2022,Yes,Job Opportunities,2025,Not Placed,,,0,3.93,J1,Blue Card,,0
S04618,UK,Canada,University of British Columbia,Design,Social Sciences,2020,No,Job Opportunities,2021,Placed,Canada,SAP,123384,3.22,Student Visa,Work Permit,TOEFL,8.6
S04619,UAE,USA,University of Chicago,Psychology,Medicine,2022,Yes,Scholarship,2023,Not Placed,,,0,2.73,J1,Post-Study Visa,PTE,8.7
S04620,South Africa,Finland,Ã…bo Akademi University,Design,Natural Sciences,2021,Yes,Job Opportunities,2024,Not Placed,,,0,2.95,Study Permit,PSW,,0
S04621,Canada,UAE,Middlesex University Dubai,Political Science,Law,2020,Yes,Quality of Life,2022,Not Placed,,,0,3.88,Tier 4,OPT,TOEFL,6.7
S04622,UK,India,IIT Madras,Data Science,Computer Science,2022,Yes,Political Stability,2025,Placed,India,IBM,124816,3.12,Student Visa,PSW,Duolingo,7.5
S04623,USA,South Africa,Rhodes University,Civil Engineering,Law,2023,Yes,Quality of Life,2026,Placed,South Africa,Goldman Sachs,146734,3.21,J1,Work Permit,TOEFL,7.4
S04624,South Africa,Finland,University of Eastern Finland,Economics,Medicine,2020,Yes,Higher Ranking,2021,Not Placed,,,0,3.09,F1,PSW,IELTS,8.1
S04625,Canada,Ireland,Maynooth University,Psychology,Medicine,2022,Yes,Scholarship,2024,Placed,Ireland,Amazon,121418,3.86,Student Visa,OPT,,0
S04626,UK,Germany,University of Stuttgart,Economics,Computer Science,2021,Yes,Scholarship,2024,Not Placed,,,0,2.76,J1,Post-Study Visa,Duolingo,7.4
S04627,UAE,Russia,Lomonosov Moscow State University,Medicine,Medicine,2022,No,Higher Ranking,2025,Placed,Russia,Intel,100132,3.65,F1,Work Permit,,0
S04628,Finland,South Africa,University of the Witwatersrand,Medicine,Computer Science,2019,Yes,Higher Ranking,2020,Not Placed,,,0,3.88,J1,OPT,PTE,7.4
S04629,UAE,Canada,McGill University,Law,Business,2021,Yes,Political Stability,2022,Not Placed,,,0,2.63,Schengen Student Visa,Blue Card,IELTS,8.8
S04630,India,USA,MIT,Law,Medicine,2022,No,Quality of Life,2024,Not Placed,,,0,3.45,Tier 4,Blue Card,,0
S04631,Finland,UK,UCL,Medicine,Engineering,2019,Yes,Higher Ranking,2022,Not Placed,,,0,3.69,Tier 4,Work Permit,Duolingo,8
S04632,South Africa,India,NIT Trichy,Electrical Engineering,Business,2023,Yes,Scholarship,2025,Placed,India,Microsoft,38971,3.57,F1,Work Permit,,0
S04633,UK,Russia,Higher School of Economics,Architecture,Business,2023,Yes,Job Opportunities,2024,Placed,Russia,Amazon,101132,2.9,Schengen Student Visa,Work Permit,PTE,7.2
S04634,UK,UAE,Manipal Academy Dubai,Electrical Engineering,Medicine,2020,No,Job Opportunities,2023,Not Placed,,,0,3.69,Student Visa,Work Permit,IELTS,7.6
S04635,UAE,Canada,University of British Columbia,Design,Medicine,2021,Yes,Scholarship,2022,Placed,Canada,IBM,106216,3.39,Student Visa,PSW,PTE,8.1
S04636,UAE,Canada,McGill University,Law,Business,,Yes,,,Not Placed,,,,2.63,Schengen Student Visa,,IELTS,8.8
S04637,USA,UAE,Zayed University,Law,Law,2021,Yes,Higher Ranking,2022,Placed,UAE,Apple,120206,3.12,J1,Work Permit,,0
S04638,India,South Africa,University of Pretoria,Business Administration,Business,2020,Yes,Scholarship,2023,Placed,South Africa,Goldman Sachs,127548,2.9,F1,Post-Study Visa,TOEFL,7.2
S04639,India,Russia,Saint Petersburg State University,Biotechnology,Engineering,2019,Yes,Quality of Life,2021,Placed,Russia,McKinsey,52778,3.32,Schengen Student Visa,OPT,TOEFL,7.8
S04640,India,Ireland,University College Cork,Finance,Business,2021,Yes,Quality of Life,2023,Not Placed,,,0,2.79,Student Visa,OPT,Duolingo,6.4
S04641,Canada,UAE,Heriot-Watt Dubai,Biotechnology,Natural Sciences,2019,Yes,Quality of Life,2020,Not Placed,,,0,3.47,Schengen Student Visa,OPT,Duolingo,7.4
S04642,USA,Ireland,University College Dublin,Medicine,Computer Science,2020,Yes,Scholarship,2023,Placed,Ireland,Deloitte,95654,2.63,F1,Post-Study Visa,PTE,7.3
S04643,Russia,Ireland,Technological University Dublin,Design,Engineering,2021,No,Higher Ranking,2022,Not Placed,,,0,2.94,Tier 4,Work Permit,IELTS,5.8
S04644,USA,India,NIT Trichy,Law,Law,2019,No,Scholarship,2022,Placed,India,IBM,133907,2.6,F1,Post-Study Visa,IELTS,7.9
S04645,South Africa,UK,University of Edinburgh,Architecture,Natural Sciences,2023,Yes,Scholarship,2026,Not Placed,,,0,3.96,Student Visa,OPT,TOEFL,5.2
S04646,USA,Russia,Bauman Moscow State Technical University,Electrical Engineering,Medicine,2019,No,Job Opportunities,2020,Placed,Russia,Google,35178,3.37,Schengen Student Visa,OPT,TOEFL,6.8
S04647,Canada,South Africa,Stellenbosch University,Electrical Engineering,Social Sciences,2019,Yes,Scholarship,2022,Not Placed,,,0,2.69,Student Visa,OPT,TOEFL,6.5
S04648,Ireland,Finland,University of Turku,Political Science,Engineering,2021,Yes,Political Stability,2024,Not Placed,,,0,3.48,Tier 4,Post-Study Visa,TOEFL,6.9
S04649,South Africa,UK,University of Birmingham,Economics,Law,2023,Yes,Scholarship,2026,Placed,UK,Intel,58475,2.85,Study Permit,Post-Study Visa,PTE,7.5
S04650,Russia,South Africa,University of the Witwatersrand,Psychology,Arts,2019,Yes,Scholarship,2021,Placed,South Africa,SAP,146686,3.19,Student Visa,OPT,Duolingo,8.2
S04651,South Africa,India,IIT Bombay,Medicine,Social Sciences,2021,No,Quality of Life,2023,Placed,India,McKinsey,72347,2.64,Tier 4,Post-Study Visa,PTE,5.6
S04652,Russia,UK,University of Birmingham,Economics,Social Sciences,2019,Yes,Quality of Life,2020,Not Placed,,,0,3.15,Student Visa,Blue Card,IELTS,7.9
S04653,Germany,South Africa,University of Pretoria,Mechanical Engineering,Computer Science,2022,No,Job Opportunities,2024,Not Placed,,,0,3.02,Schengen Student Visa,Work Permit,Duolingo,6.1
S04654,India,Germany,Humboldt University,Law,Natural Sciences,2021,Yes,Political Stability,2023,Not Placed,,,0,3.87,Tier 4,Blue Card,,0
S04655,USA,Canada,University of Toronto,Finance,Computer Science,2020,Yes,Job Opportunities,2022,Placed,Canada,Intel,62365,3.68,Study Permit,Blue Card,,0
S04656,India,Canada,Queen's University,Business Administration,Computer Science,2023,Yes,Higher Ranking,2026,Placed,Canada,Intel,101824,3.02,Study Permit,PSW,PTE,6.9
S04657,India,Ireland,National University of Ireland Galway,Electrical Engineering,Computer Science,2019,Yes,Job Opportunities,2021,Not Placed,,,0,2.57,Student Visa,Work Permit,IELTS,8.4
S04658,India,USA,Columbia University,Law,Social Sciences,2023,No,Quality of Life,2024,Placed,USA,Microsoft,144844,2.9,Study Permit,OPT,IELTS,7.5
S04659,India,Russia,Novosibirsk State University,Design,Law,2019,Yes,Scholarship,2022,Placed,Russia,Facebook,44477,2.54,Schengen Student Visa,PSW,,0
S04660,USA,Canada,Simon Fraser University,Mechanical Engineering,Engineering,2023,Yes,Higher Ranking,2024,Not Placed,,,0,3.46,F1,Post-Study Visa,TOEFL,8.3
S04661,Canada,Germany,LMU Munich,Economics,Arts,2021,Yes,Higher Ranking,2022,Placed,Germany,Amazon,94565,3.13,Schengen Student Visa,Post-Study Visa,Duolingo,8
S04662,Ireland,UK,University of Edinburgh,Civil Engineering,Arts,2020,Yes,Scholarship,2021,Placed,UK,Intel,49070,3.01,Student Visa,OPT,PTE,7.9
S04663,Finland,Russia,Moscow Institute of Physics and Technology,Economics,Natural Sciences,2021,No,Quality of Life,2023,Placed,Russia,Deloitte,88163,2.92,J1,PSW,Duolingo,8
S04664,UAE,Germany,TU Berlin,Computer Science,Law,2021,Yes,Higher Ranking,2024,Not Placed,,,0,3.1,Schengen Student Visa,OPT,PTE,6.7
S04665,Finland,USA,Columbia University,Architecture,Law,2020,No,Higher Ranking,2021,Not Placed,,,0,3.77,Student Visa,OPT,,0
S04666,UAE,Finland,University of Turku,Design,Arts,2021,Yes,Political Stability,2023,Placed,Finland,Intel,119345,2.71,Tier 4,Blue Card,,0
S04667,Finland,Germany,Humboldt University,Finance,Arts,2021,Yes,Scholarship,2022,Not Placed,,,0,3.78,Schengen Student Visa,Blue Card,Duolingo,7.7
S04668,India,UAE,Zayed University,Finance,Arts,2023,No,Scholarship,2026,Placed,UAE,Google,49016,3.89,Student Visa,Blue Card,,0
S04669,USA,UK,University of Edinburgh,Mechanical Engineering,Social Sciences,2023,Yes,Job Opportunities,2024,Not Placed,,,0,2.83,J1,PSW,Duolingo,5.5
S04670,USA,South Africa,University of the Witwatersrand,Psychology,Engineering,2020,Yes,Quality of Life,2023,Not Placed,,,0,3.68,F1,OPT,IELTS,5.4
S04671,Germany,Russia,Novosibirsk State University,Biotechnology,Computer Science,2022,Yes,Political Stability,2025,Placed,Russia,Amazon,135497,3.8,Schengen Student Visa,PSW,PTE,8.6
S04672,India,Germany,Heidelberg University,Electrical Engineering,Law,2022,No,Quality of Life,2025,Placed,Germany,Amazon,89912,2.6,F1,OPT,Duolingo,7.9
S04673,Ireland,UAE,Zayed University,Law,Computer Science,2020,Yes,Quality of Life,2023,Not Placed,,,0,3.8,J1,Work Permit,,0
S04674,UAE,Ireland,University College Cork,Design,Social Sciences,2021,Yes,Political Stability,2024,Not Placed,,,0,2.8,Tier 4,Blue Card,,0
S04675,USA,Germany,Heidelberg University,Psychology,Computer Science,2022,No,Scholarship,2023,Not Placed,,,0,2.96,Tier 4,PSW,IELTS,6.4
S04676,Finland,USA,UCLA,Economics,Business,2020,Yes,Job Opportunities,2023,Placed,USA,Facebook,57777,3.85,Student Visa,OPT,PTE,5.3
S04677,India,UK,UCL,Design,Engineering,2021,Yes,Scholarship,2023,Not Placed,,,0,2.94,J1,Post-Study Visa,PTE,7.4
S04678,South Africa,Russia,Lomonosov Moscow State University,Data Science,Medicine,2023,No,Higher Ranking,2026,Not Placed,,,0,3.87,J1,Blue Card,PTE,6.4
S04679,UK,UAE,Manipal Academy Dubai,Political Science,Medicine,2020,No,Quality of Life,2023,Placed,UAE,Siemens,112029,3.46,Study Permit,Blue Card,IELTS,7.6
S04680,Canada,Russia,Saint Petersburg State University,Business Administration,Engineering,2019,Yes,Job Opportunities,2020,Placed,Russia,Intel,91752,2.89,J1,Post-Study Visa,IELTS,8.3
S04681,Russia,Germany,TU Berlin,Medicine,Computer Science,2021,No,Job Opportunities,2023,Not Placed,,,0,3.24,J1,PSW,,0
S04682,Germany,India,IISc Bangalore,Finance,Arts,2022,No,Political Stability,2025,Placed,India,Intel,134019,3.15,Study Permit,PSW,PTE,5.9
S04683,Ireland,UAE,University of Dubai,Political Science,Engineering,2019,No,Higher Ranking,2022,Not Placed,,,0,3.18,J1,OPT,IELTS,5.2
S04684,Germany,Russia,Novosibirsk State University,Computer Science,Engineering,2023,No,Job Opportunities,2026,Placed,Russia,McKinsey,111210,3.19,Student Visa,Blue Card,TOEFL,8.3
S04685,Canada,South Africa,University of the Witwatersrand,Electrical Engineering,Medicine,2022,No,Job Opportunities,2025,Not Placed,,,0,3.95,Schengen Student Visa,OPT,Duolingo,7.9
S04686,Ireland,USA,Stanford University,Computer Science,Computer Science,2021,No,Scholarship,2022,Not Placed,,,0,3.39,Tier 4,Post-Study Visa,PTE,5.9
S04687,USA,India,NIT Trichy,Data Science,Business,2019,No,Higher Ranking,2021,Placed,India,IBM,33540,3.86,F1,Work Permit,,0
S04688,Russia,Finland,University of Helsinki,Economics,Natural Sciences,2023,No,Higher Ranking,2026,Not Placed,,,0,3.11,F1,Blue Card,TOEFL,7.8
S04689,Ireland,Germany,LMU Munich,Computer Science,Social Sciences,2019,No,Quality of Life,2022,Placed,Germany,McKinsey,53546,3.11,Tier 4,Post-Study Visa,TOEFL,7.4
S04690,India,USA,MIT,Data Science,Social Sciences,2020,Yes,Scholarship,2022,Not Placed,,,0,3.12,Tier 4,Blue Card,Duolingo,5.9
S04691,South Africa,USA,Harvard University,Medicine,Engineering,2019,Yes,Quality of Life,2022,Not Placed,,,0,3.18,Tier 4,Work Permit,TOEFL,5.5
S04692,Canada,Germany,University of Stuttgart,Business Administration,Social Sciences,2019,No,Quality of Life,2021,Not Placed,,,0,3.75,Schengen Student Visa,Post-Study Visa,Duolingo,7.9
S04693,UK,South Africa,University of KwaZulu-Natal,Medicine,Medicine,2022,No,Political Stability,2024,Not Placed,,,0,2.85,Study Permit,Blue Card,TOEFL,8.7
S04694,Canada,Germany,TU Berlin,Data Science,Social Sciences,2022,No,Job Opportunities,2023,Not Placed,,,0,3.2,Student Visa,Post-Study Visa,TOEFL,8
S04695,Finland,USA,UCLA,Civil Engineering,Arts,2020,No,Political Stability,2023,Placed,USA,Siemens,99934,3.01,Tier 4,OPT,PTE,7.8
S04696,Ireland,India,Delhi University,Design,Medicine,2019,Yes,Scholarship,2020,Not Placed,,,0,2.59,Tier 4,Work Permit,,0
S04697,UAE,Canada,Simon Fraser University,Finance,Natural Sciences,2021,No,Political Stability,2023,Placed,Canada,Amazon,135445,3.39,Study Permit,Blue Card,IELTS,8.8
S04698,South Africa,Ireland,University College Cork,Psychology,Business,2019,No,Quality of Life,2021,Placed,Ireland,Apple,69287,3.53,Schengen Student Visa,Work Permit,PTE,7.4
S04699,USA,Finland,University of Eastern Finland,Biotechnology,Engineering,2020,Yes,Political Stability,2023,Not Placed,,,0,2.67,Tier 4,Post-Study Visa,,0
S04700,Canada,USA,MIT,Finance,Computer Science,2021,Yes,Job Opportunities,2024,Placed,USA,Deloitte,126196,2.54,Tier 4,Post-Study Visa,Duolingo,8.3
S04701,Russia,Finland,University of Eastern Finland,Design,Social Sciences,2022,No,Political Stability,2025,Not Placed,,,0,2.86,Study Permit,OPT,PTE,8
S04702,Finland,Russia,Kazan Federal University,Mechanical Engineering,Law,2022,Yes,Scholarship,2023,Placed,Russia,McKinsey,79781,3.28,Study Permit,Post-Study Visa,PTE,8.3
S04703,Russia,USA,NYU,Data Science,Law,2021,No,Job Opportunities,2024,Not Placed,,,0,3.35,Study Permit,Post-Study Visa,PTE,5.2
S04704,USA,UAE,Zayed University,Medicine,Engineering,2019,Yes,Political Stability,2021,Placed,UAE,Amazon,41192,3.19,Study Permit,Blue Card,PTE,6.4
S04705,Canada,UK,UCL,Finance,Business,2023,Yes,Job Opportunities,2024,Not Placed,,,0,3.01,Student Visa,Post-Study Visa,IELTS,8.2
S04706,Finland,Canada,Queen's University,Law,Engineering,2022,Yes,Quality of Life,2025,Placed,Canada,Google,57484,3.2,Tier 4,OPT,TOEFL,6.4
S04707,Germany,UK,University of Cambridge,Psychology,Law,2019,Yes,Scholarship,2021,Placed,UK,Amazon,38879,2.91,Schengen Student Visa,Blue Card,PTE,8.2
S04708,UK,Ireland,Dublin City University,Finance,Medicine,2022,Yes,Higher Ranking,2025,Placed,Ireland,Apple,111960,3.44,Student Visa,PSW,IELTS,8.4
S04709,USA,Russia,Higher School of Economics,Business Administration,Computer Science,2021,Yes,Scholarship,2022,Not Placed,,,0,3.89,Student Visa,Work Permit,PTE,5.9
S04710,USA,Canada,University of Alberta,Business Administration,Engineering,2023,Yes,Political Stability,2026,Not Placed,,,0,2.76,F1,Post-Study Visa,PTE,8.4
S04711,Finland,India,NIT Trichy,Data Science,Engineering,2023,No,Quality of Life,2024,Placed,India,Microsoft,68628,2.71,Tier 4,PSW,IELTS,8.7
S04712,Ireland,Russia,Higher School of Economics,Biotechnology,Social Sciences,2023,Yes,Political Stability,2025,Not Placed,,,0,3.71,Study Permit,PSW,IELTS,7.6
S04713,Finland,Germany,University of Stuttgart,Computer Science,Medicine,2019,No,Scholarship,2021,Not Placed,,,0,3.35,Student Visa,Post-Study Visa,TOEFL,8.6
S04714,Germany,UK,University of Edinburgh,Political Science,Arts,2019,Yes,Scholarship,2021,Not Placed,,,0,2.55,Study Permit,Post-Study Visa,IELTS,6.2
S04715,Ireland,India,JNU Delhi,Civil Engineering,Computer Science,2022,Yes,Scholarship,2023,Placed,India,Microsoft,56971,2.78,J1,Post-Study Visa,TOEFL,7.3
S04716,Ireland,UAE,Manipal Academy Dubai,Computer Science,Law,2019,Yes,Higher Ranking,2021,Placed,UAE,McKinsey,42481,3.47,Schengen Student Visa,Blue Card,PTE,6.8
S04717,Germany,Ireland,Trinity College Dublin,Architecture,Computer Science,2020,No,Scholarship,2022,Not Placed,,,0,3.93,Student Visa,PSW,IELTS,6
S04718,Ireland,South Africa,Stellenbosch University,Political Science,Engineering,2020,Yes,Political Stability,2021,Not Placed,,,0,3.44,Study Permit,Post-Study Visa,Duolingo,8
S04719,Germany,UK,University of Cambridge,Mechanical Engineering,Law,2022,No,Scholarship,2023,Not Placed,,,0,3.72,Schengen Student Visa,PSW,IELTS,6.6
S04720,USA,South Africa,University of Johannesburg,Psychology,Business,2019,No,Higher Ranking,2020,Placed,South Africa,Tesla,58982,3.43,Schengen Student Visa,Post-Study Visa,TOEFL,5.3
S04721,Finland,UK,University of Manchester,Psychology,Social Sciences,2021,No,Scholarship,2023,Not Placed,,,0,3.99,Tier 4,Work Permit,PTE,5.5
S04722,India,USA,University of Chicago,Biotechnology,Medicine,2020,Yes,Political Stability,2023,Not Placed,,,0,2.93,Schengen Student Visa,Blue Card,Duolingo,8.3
S04723,UAE,UK,University of Manchester,Economics,Business,2022,No,Political Stability,2025,Placed,UK,SAP,125344,3.31,F1,OPT,TOEFL,8.1
S04724,Russia,UK,University of Birmingham,Political Science,Law,2020,No,Scholarship,2021,Not Placed,,,0,3.15,Schengen Student Visa,PSW,,0
S04725,India,USA,Columbia University,Psychology,Social Sciences,2019,No,Political Stability,2020,Not Placed,,,0,3.42,Schengen Student Visa,Blue Card,,0
S04726,Finland,Ireland,University College Cork,Law,Engineering,2022,No,Higher Ranking,2025,Placed,Ireland,Tesla,144903,3.38,Study Permit,Blue Card,PTE,8.9
S04727,Finland,Germany,Humboldt University,Psychology,Social Sciences,2022,No,Scholarship,2023,Placed,Germany,Apple,90805,3.87,Study Permit,Post-Study Visa,,0
S04728,UAE,Russia,Moscow Institute of Physics and Technology,Business Administration,Engineering,2023,No,Job Opportunities,2024,Placed,Russia,Microsoft,107345,3.11,Student Visa,Post-Study Visa,Duolingo,8
S04729,Finland,UK,Imperial College London,Finance,Law,2021,No,Quality of Life,2023,Not Placed,,,0,3.29,Tier 4,Blue Card,,0
S04730,Ireland,South Africa,University of Johannesburg,Data Science,Natural Sciences,2023,Yes,Political Stability,2025,Not Placed,,,0,3.67,J1,OPT,Duolingo,7.4
S04731,UK,UAE,American University of Sharjah,Design,Engineering,2023,No,Political Stability,2026,Not Placed,,,0,2.95,Student Visa,PSW,Duolingo,5.4
S04732,Canada,Finland,Aalto University,Electrical Engineering,Natural Sciences,2019,Yes,Political Stability,2020,Placed,Finland,Goldman Sachs,100274,3.59,Study Permit,OPT,,0
S04733,India,USA,University of Chicago,Business Administration,Social Sciences,2021,No,Political Stability,2023,Placed,USA,Google,111138,2.58,Schengen Student Visa,Post-Study Visa,IELTS,7.8
S04734,South Africa,USA,University of Chicago,Business Administration,Social Sciences,2023,Yes,Political Stability,2025,Placed,USA,Google,148693,4,F1,OPT,Duolingo,5.2
S04735,Germany,UAE,Middlesex University Dubai,Electrical Engineering,Computer Science,2020,Yes,Higher Ranking,2023,Placed,UAE,Goldman Sachs,76856,3.9,Study Permit,Work Permit,PTE,6.4
S04736,Germany,UK,Imperial College London,Computer Science,Social Sciences,2022,No,Job Opportunities,2023,Placed,UK,SAP,91972,3.37,F1,Work Permit,IELTS,5.5
S04737,UAE,India,IIT Madras,Medicine,Social Sciences,2023,No,Political Stability,2024,Not Placed,,,0,2.99,F1,Post-Study Visa,,0
S04738,Finland,Germany,Humboldt University,Design,Law,2023,No,Job Opportunities,2024,Placed,Germany,SAP,142058,3.25,Student Visa,Post-Study Visa,TOEFL,6.3
S04739,Germany,UAE,Manipal Academy Dubai,Mechanical Engineering,Law,2019,No,Higher Ranking,2022,Not Placed,,,0,3.6,Student Visa,Blue Card,TOEFL,5.2
S04740,India,Ireland,Technological University Dublin,Data Science,Computer Science,2021,No,Quality of Life,2024,Not Placed,,,0,3.9,F1,Work Permit,IELTS,5.3
